Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1965","1965","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1966","1966","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1967","1967","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1968","1968","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1969","1969","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1970","1970","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1971","1971","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1972","1972","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1973","1973","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1974","1974","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1975","1975","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1976","1976","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1977","1977","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1978","1978","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1979","1979","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1980","1980","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1981","1981","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1982","1982","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1983","1983","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1984","1984","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1985","1985","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1986","1986","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1987","1987","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1988","1988","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1989","1989","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1990","1990","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2003","2003","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2004","2004","tonnes","","M","Data not available"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2005","2005","tonnes","7000","F","FAO estimate"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2006","2006","tonnes","6088","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2007","2007","tonnes","5818","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2008","2008","tonnes","4116","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2009","2009","tonnes","9940","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2010","2010","tonnes","8305","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2011","2011","tonnes","6608","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2012","2012","tonnes","8843","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2013","2013","tonnes","10277","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2014","2014","tonnes","12077","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2015","2015","tonnes","11945","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2016","2016","tonnes","10710","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2017","2017","tonnes","13805","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2018","2018","tonnes","12760","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2019","2019","tonnes","14850","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","552","Blueberries","2020","2020","tonnes","11300","","Official data"
"QCL","Crops and livestock products","84","Greece","5312","Area harvested","552","Blueberries","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","84","Greece","5312","Area harvested","552","Blueberries","2019","2019","ha","0","","Official data"
"QCL","Crops and livestock products","84","Greece","5312","Area harvested","552","Blueberries","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","84","Greece","5510","Production","552","Blueberries","2018","2018","tonnes","0","","Official data"
"QCL","Crops and livestock products","84","Greece","5510","Production","552","Blueberries","2019","2019","tonnes","0","","Official data"
"QCL","Crops and livestock products","84","Greece","5510","Production","552","Blueberries","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1991","1991","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1992","1992","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1993","1993","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1994","1994","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1995","1995","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1996","1996","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1997","1997","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1998","1998","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","1999","1999","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2000","2000","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2001","2001","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2002","2002","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2003","2003","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2004","2004","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2005","2005","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2006","2006","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2007","2007","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2008","2008","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2009","2009","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2010","2010","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2011","2011","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2012","2012","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2013","2013","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2014","2014","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2015","2015","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2016","2016","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2017","2017","ha","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2018","2018","ha","20","","Official data"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2019","2019","ha","40","","Official data"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","552","Blueberries","2020","2020","ha","40","","Official data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","552","Blueberries","2018","2018","hg/ha","15000","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","552","Blueberries","2019","2019","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","552","Blueberries","2020","2020","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2003","2003","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2004","2004","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2005","2005","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2006","2006","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2007","2007","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2008","2008","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2009","2009","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2010","2010","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2011","2011","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2012","2012","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2013","2013","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2014","2014","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2015","2015","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2016","2016","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2017","2017","tonnes","","M","Data not available"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2018","2018","tonnes","30","","Official data"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2019","2019","tonnes","40","","Official data"
"QCL","Crops and livestock products","97","Hungary","5510","Production","552","Blueberries","2020","2020","tonnes","40","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1985","1985","ha","60","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1986","1986","ha","80","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1987","1987","ha","130","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1988","1988","ha","80","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1989","1989","ha","90","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1990","1990","ha","89","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1991","1991","ha","120","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1992","1992","ha","100","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1993","1993","ha","118","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1994","1994","ha","104","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1995","1995","ha","120","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1996","1996","ha","150","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1997","1997","ha","180","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1998","1998","ha","225","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","1999","1999","ha","170","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2000","2000","ha","228","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2001","2001","ha","194","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2002","2002","ha","183","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2003","2003","ha","200","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2004","2004","ha","108","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2005","2005","ha","173","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2006","2006","ha","200","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2007","2007","ha","170","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2008","2008","ha","173","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2009","2009","ha","171","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2010","2010","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2011","2011","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2012","2012","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2013","2013","ha","173","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2014","2014","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2015","2015","ha","173","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2016","2016","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2017","2017","ha","172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2019","2019","ha","0","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","552","Blueberries","2020","2020","ha","1090","","Official data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1985","1985","hg/ha","76000","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1986","1986","hg/ha","78375","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1987","1987","hg/ha","92462","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1988","1988","hg/ha","64500","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1989","1989","hg/ha","77778","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1990","1990","hg/ha","74494","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1991","1991","hg/ha","71083","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1992","1992","hg/ha","80000","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1993","1993","hg/ha","76271","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1994","1994","hg/ha","76923","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1995","1995","hg/ha","77167","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1996","1996","hg/ha","66667","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1997","1997","hg/ha","66667","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1998","1998","hg/ha","74711","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","1999","1999","hg/ha","96882","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2000","2000","hg/ha","83158","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2001","2001","hg/ha","96907","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2002","2002","hg/ha","98962","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2003","2003","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2004","2004","hg/ha","139537","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2005","2005","hg/ha","86069","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2006","2006","hg/ha","75000","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2007","2007","hg/ha","90765","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2008","2008","hg/ha","93699","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2009","2009","hg/ha","93626","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2010","2010","hg/ha","93721","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2011","2011","hg/ha","94360","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2012","2012","hg/ha","95058","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2013","2013","hg/ha","95145","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2014","2014","hg/ha","96744","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2015","2015","hg/ha","97225","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2016","2016","hg/ha","96919","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2017","2017","hg/ha","97151","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","552","Blueberries","2020","2020","hg/ha","61927","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1961","1961","tonnes","525","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1962","1962","tonnes","435","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1963","1963","tonnes","449","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1964","1964","tonnes","387","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1965","1965","tonnes","500","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1966","1966","tonnes","453","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1967","1967","tonnes","364","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1968","1968","tonnes","301","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1969","1969","tonnes","246","*","Unofficial figure"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1970","1970","tonnes","430","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1971","1971","tonnes","396","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1972","1972","tonnes","420","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1973","1973","tonnes","493","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1974","1974","tonnes","378","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1975","1975","tonnes","299","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1976","1976","tonnes","340","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1977","1977","tonnes","421","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1978","1978","tonnes","327","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1979","1979","tonnes","467","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1980","1980","tonnes","523","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1981","1981","tonnes","1075","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1982","1982","tonnes","1450","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1983","1983","tonnes","1443","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1984","1984","tonnes","544","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1985","1985","tonnes","456","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1986","1986","tonnes","627","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1987","1987","tonnes","1202","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1988","1988","tonnes","516","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1989","1989","tonnes","700","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1990","1990","tonnes","663","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1991","1991","tonnes","853","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1992","1992","tonnes","800","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1993","1993","tonnes","900","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1994","1994","tonnes","800","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1995","1995","tonnes","926","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1996","1996","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1997","1997","tonnes","1200","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1998","1998","tonnes","1681","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","1999","1999","tonnes","1647","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2000","2000","tonnes","1896","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2001","2001","tonnes","1880","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2002","2002","tonnes","1811","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2003","2003","tonnes","1400","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2004","2004","tonnes","1507","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2005","2005","tonnes","1489","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2006","2006","tonnes","1500","F","FAO estimate"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2007","2007","tonnes","1543","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2008","2008","tonnes","1621","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2009","2009","tonnes","1601","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","106","Italy","5510","Production","552","Blueberries","2010","2010","tonnes","1612","Im","FAO data based on imputation methodology"
