#species_taxid	min_ungapped_length	max_ungapped_length	expected_ungapped_length	number_of_genomes
9	318000	956000	636266	67
23	3680000	5522000	4601177	4
24	3620000	5699000	4653136	24
34	7410000	11116000	9263329	19
56	5994000	15000000	11989871	11
69	4891000	7337000	6131517	9
114	7199000	10800000	9015893	4
122	6222000	9334000	7777997	5
124	5461000	9315000	7387897	6
202	1370000	2600000	1985000	6
203	2010000	3016000	2542393	4
204	1370000	2600000	1985000	12
206	1370000	2600000	1985000	12
210	1294000	1942000	1617355	2998
212	1221000	1833000	1527018	8
213	1692000	2539000	2115782	63
214	1287000	1931000	1609110	23
215	1752000	2629000	2158551	5
216	1763000	2645000	2205704	5
227	3657000	5487000	4572483	4
235	2627000	3941000	3283867	218
236	2632000	3949000	3290674	17
238	3500000	4800000	4150000	55
247	3034000	4552000	3792718	4
250	3414000	6941000	5177905	6
253	3837000	5757000	4835509	60
254	3403000	5105000	4254717	6
256	3351000	5027000	4188881	7
258	4111000	6167000	5138967	7
263	1431000	2148000	1789931	1010
266	4152000	6229000	5149645	10
274	1718000	2623000	2187872	26
277	2446000	3671000	3058615	4
408	4174000	7760000	5849745	10
414	2607000	3912000	3259715	7
421	4183000	6276000	5229455	4
435	2952000	4429000	3691697	8
436	2787000	4181000	3515485	12
437	2932000	4399000	3665656	4
438	2262000	4234000	3228996	28
442	1653000	4196000	2924837	17
446	2900000	4100000	3500000	3561
447	3297000	4947000	4121711	5
450	3331000	4997000	4162732	9
451	2623000	3935000	3279051	7
452	2654000	3982000	3333033	4
453	2834000	4252000	3552239	5
454	2460000	3691000	3075359	7
455	2699000	4050000	3374426	4
456	2900000	4100000	3500000	7
463	3053000	4581000	3856043	4
464	3052000	4579000	3815052	6
466	2886000	4331000	3613342	4
470	3200000	4700000	3950000	13604
471	3200000	4700000	3950000	28
477	2223000	3335000	2803373	6
478	1822000	2734000	2254162	6
480	1526000	2290000	1909044	210
550	4100000	6100000	5100000	539
552	3038000	4558000	3813081	237
553	3941000	5913000	4926785	146
554	3858000	5788000	4839202	54
556	3755000	5634000	4694753	7
562	4000000	6300000	5150000	160175
563	3322000	4985000	4153503	4
564	4000000	6300000	5150000	171
565	3620000	5431000	4525077	10
566	3287000	5498000	4392724	4
569	3805000	5709000	4757048	32
571	4500000	7200000	5850000	444
573	4500000	6700000	5600000	37738
575	4500000	7200000	5850000	58
577	4530000	6797000	5664854	37
580	4500000	6200000	5350000	4
582	3500000	6100000	4800000	240
584	3500000	6000000	4750000	887
585	3199000	5015000	4130153	25
587	3500000	6000000	4750000	244
588	3500000	6000000	4750000	69
614	4100000	6300000	5200000	33
615	4100000	6300000	5200000	1552
618	4138000	6208000	5173080	5
621	4000000	6300000	5150000	597
622	4000000	6300000	5150000	193
623	4000000	6300000	5150000	9718
624	4000000	6300000	5150000	12836
628	3431000	5147000	4337637	10
630	3629000	5445000	4533596	435
631	3934000	5903000	4927760	34
632	3695000	5543000	4617911	554
633	3774000	5662000	4717572	323
634	3443000	5165000	4318780	17
636	2983000	4475000	3728801	23
644	3200000	5800000	4500000	205
726	1531000	2297000	1915140	63
727	1477000	2217000	1848259	1231
728	2044000	3067000	2590496	47
729	1630000	2446000	2049972	56
730	1303000	1956000	1629550	31
731	1746000	2621000	2149571	59
732	1866000	2801000	2333474	22
733	1916000	2876000	2396110	5
735	1674000	2513000	2093459	9
736	1631000	2448000	2039195	4
738	1800000	2701000	2248335	97
739	1577000	2367000	1971698	10
747	1862000	2794000	2321846	365
750	1998000	2998000	2498233	28
753	1799000	2700000	2249951	10
758	1863000	2796000	2329729	16
770	935000	1404000	1172716	21
774	1129000	1695000	1412164	17
777	1604000	2408000	2006232	79
779	1188000	1783000	1485497	26
781	1005000	1508000	1279369	11
782	889000	1334000	1111521	12
783	1014000	1522000	1268231	12
784	1013000	3041000	2031031	18
785	889000	1335000	1112155	4
881	2985000	4478000	3731310	4
891	3044000	4568000	3805861	4
897	3543000	5316000	4429203	4
901	2260000	3392000	2826240	6
905	1869000	2804000	2331478	6
907	1959000	2939000	2462219	16
915	2198000	3298000	2748156	4
916	1942000	3113000	2527242	6
920	2143000	4163000	3196562	19
930	2454000	4948000	3700877	19
944	1051000	1578000	1312158	5
945	939000	1410000	1174777	8
948	1201000	1803000	1487860	28
955	755000	1779000	1267313	37
959	3026000	4540000	3776243	8
1048	3072000	4609000	3835094	4
1052	2250000	3376000	2859053	4
1053	2145000	3219000	2703216	5
1061	3004000	4507000	3759534	14
1063	3719000	5579000	4649054	29
1074	3627000	5442000	4534277	6
1076	4306000	6460000	5383012	18
1080	3172000	4759000	3965167	5
1085	3482000	5224000	4352825	5
1086	2686000	4030000	3357672	5
1094	1624000	2437000	2043674	5
1275	3149000	4725000	3941791	12
1276	2114000	3453000	2783568	5
1280	2200000	3400000	2800000	28178
1281	2101000	3153000	2621846	13
1282	1988000	2983000	2488936	3621
1283	1999000	2999000	2490921	481
1284	1945000	2919000	2432369	11
1285	2200000	3100000	2650000	8
1286	2122000	3184000	2658975	69
1288	2267000	3402000	2838998	78
1290	1794000	2693000	2244926	210
1292	2044000	3067000	2552491	120
1293	2347000	3521000	2923446	39
1294	1658000	2489000	2073632	4
1295	1940000	2911000	2426074	28
1296	2251000	3378000	2804813	167
1299	2626000	3940000	3279219	15
1302	1757000	2636000	2197976	84
1303	1570000	2620000	2095000	174
1304	1751000	2627000	2188553	176
1305	1889000	2835000	2362653	90
1307	1675000	2543000	2116391	2762
1308	1449000	2175000	1807806	365
1309	1587000	2381000	1994443	382
1310	1686000	2530000	2108084	55
1311	1674000	2512000	2084026	1900
1313	1570000	2620000	2095000	22318
1314	1438000	2158000	1798312	2856
1318	1704000	2557000	2135554	86
1322	2538000	3809000	3173362	4
1323	1337000	2774000	2055154	9
1326	1905000	2859000	2382433	7
1328	1539000	2370000	1953654	97
1329	1685000	2528000	2106993	20
1396	4469000	7044000	5751928	1227
1397	4141000	6213000	5155562	16
1398	2328000	4480000	3386433	45
1399	3823000	6038000	4988984	22
1401	5860000	8792000	7325967	9
1402	3408000	5113000	4255506	213
1404	4309000	7173000	5727066	163
1405	4593000	6890000	5743511	123
1406	4642000	6964000	5793823	85
1408	2931000	4398000	3666111	173
1421	3819000	5729000	4761098	39
1422	2163000	3596000	2886801	19
1423	3299000	4949000	4134799	521
1426	3158000	4738000	3927731	14
1428	4549000	7572000	6080729	701
1451	5602000	8404000	7016726	10
1452	3304000	4957000	4135098	38
1455	3183000	4776000	3996359	9
1462	2853000	4281000	3567073	6
1464	3381000	5375000	4378174	15
1465	4248000	6373000	5280214	28
1471	2793000	4191000	3557944	7
1529	2830000	4247000	3538661	7
1531	4360000	6574000	5517233	40
1532	4193000	7107000	5650388	4
1540	2393000	3591000	2992378	4
1542	2007000	3012000	2519932	11
1544	2858000	8577000	5717367	4
1547	2944000	4499000	3722290	82
1553	3499000	5249000	4455868	6
1559	3109000	4664000	3884572	11
1561	2470000	3706000	3088063	14
1570	3295000	4944000	4119893	4
1571	2689000	4035000	3362333	5
1575	2094000	3143000	2635288	4
1579	1575000	2364000	1969954	60
1580	1972000	3163000	2553131	94
1581	2038000	3058000	2544838	27
1582	2308000	3598000	2949909	30
1583	1815000	2724000	2269766	82
1584	1303000	2303000	1806998	395
1642	2500000	3600000	3050000	786
1643	2241000	3363000	2802773	191
1648	1419000	2130000	1774866	16
1650	2302000	3454000	2878279	5
1655	2519000	3780000	3151030	24
1657	1860000	2791000	2325453	5
1660	1915000	2873000	2408326	8
1661	1870000	2806000	2336146	20
1680	1736000	2671000	2203222	331
1681	1760000	2642000	2204104	115
1683	1611000	2418000	2014541	6
1684	1733000	2601000	2167304	17
1685	1879000	2820000	2349988	157
1686	1656000	2652000	2153555	17
1689	2058000	3088000	2572945	44
1694	1606000	2410000	2005727	94
1697	2232000	3349000	2790185	6
1703	3112000	4670000	3920172	7
1778	5855000	8784000	7319570	7
1780	4504000	6758000	5630922	8
1781	5089000	7635000	6322907	26
1784	4583000	6876000	5759160	4
1788	3622000	5435000	4528566	4
1789	3758000	6093000	4925527	4
1790	4775000	7164000	5939987	10
1795	4355000	6534000	5476780	11
1796	4972000	7853000	6412638	4
1800	4757000	7136000	5983816	4
1801	4783000	7175000	5979114	4
1809	4404000	6846000	5624909	11
1823	6096000	9145000	7620683	8
1824	5563000	8346000	6983391	8
1828	4229000	6344000	5286442	186
1829	4136000	8070000	6103396	22
1830	4473000	6924000	5712927	18
1905	6248000	10245000	8246577	4
1906	4109000	9610000	6859532	8
1908	6048000	9073000	7673315	6
1911	6039000	10063000	8060513	29
1912	8080000	12121000	10122116	13
1914	6033000	10675000	8354185	9
1915	8007000	12011000	10164010	4
1916	6696000	10045000	8352962	6
1919	6466000	9701000	8083644	6
1927	7512000	11458000	9485098	37
1930	8000000	12001000	10000177	16
1932	6216000	11058000	8637030	4
1935	6332000	9500000	8203006	4
1938	5372000	14003000	9687428	7
1940	5231000	11058000	8144417	5
1956	5486000	9311000	7398249	4
2074	6028000	9043000	7535285	5
2094	470000	839000	654267	5
2095	813000	1221000	1017180	29
2096	770000	1157000	966930	32
2097	463000	696000	579677	6
2098	556000	836000	700135	55
2099	718000	1078000	900827	25
2100	659000	990000	824497	92
2102	811000	1359000	1084788	46
2104	653000	980000	816491	182
2109	643000	966000	804397	18
2110	619000	1192000	905745	15
2113	639000	959000	799089	7
2115	762000	1144000	977524	5
2116	989000	1485000	1236860	4
2124	576000	866000	718986	5
2128	608000	913000	760805	8
2130	684000	1028000	845555	22
2133	1338000	2245000	1810823	8
2134	828000	1727000	1277393	4
2242	1943000	2916000	2429121	10
2246	3151000	4728000	3939578	7
2247	2902000	4366000	3592120	4
2252	3120000	4681000	3900353	4
2285	1776000	2666000	2220877	56
2286	2233000	3351000	2785196	4
2287	2141000	3247000	2707507	13
2336	1495000	2244000	1869610	6
3076	46411000	69618000	58014393	6
3077	20434000	55417000	37925772	5
3197	153843000	282371000	218107457	5
3702	73960000	165139000	119596246	35
3707	678333000	1099787000	889060082	5
3708	414529000	1243590000	829059530	4
3711	172611000	517834000	345222260	7
3712	351954000	707841000	529897152	5
3726	231286000	693861000	462573619	14
3750	321311000	963934000	642622560	11
3760	126633000	299024000	212828700	9
3818	1257824000	3773474000	2525211704	7
3827	233265000	699796000	466530150	5
3847	791926000	1187890000	988032723	17
3848	672913000	1253102000	963007480	4
3880	319626000	479440000	399532933	6
3885	324015000	543763000	433888975	5
4236	999651000	2998956000	1999303479	4
4432	598488000	946133000	772310458	5
4442	2448631000	3672948000	3060789630	11
4513	2068723000	6206172000	4137447696	37
4530	244338000	523784000	384061152	62
4543	1409748000	2406935000	1908341774	7
4896	10251000	15378000	12814016	20
4903	9893000	16557000	13225377	4
4909	7025000	14548000	10786544	32
4911	8220000	13464000	10837608	19
4922	7486000	11230000	9358738	35
4927	7560000	22683000	15121346	9
4929	8502000	12755000	10641589	10
4931	9282000	15099000	12190335	6
4932	7654000	15584000	11621236	1023
4944	15653000	23481000	19430595	4
4950	7242000	10865000	9164566	77
4952	16170000	24256000	20244935	26
4956	9615000	28847000	18974092	7
4959	6058000	18175000	12116211	11
5007	6574000	19725000	13149748	12
5011	10630000	15946000	13287634	4
5016	19102000	53349000	36225414	4
5158	21721000	37707000	29713982	5
5207	14773000	22161000	18475177	108
5270	15637000	23457000	19557968	38
5272	14453000	43361000	28837994	25
5286	10183000	30551000	20392004	18
5315	29777000	58384000	44080357	5
5322	27503000	41256000	34379250	4
5323	23378000	70136000	46757147	4
5334	27693000	47455000	37573944	32
5341	24594000	36892000	30743263	6
5353	25789000	55744000	40766433	9
5580	22642000	33965000	28303598	74
5599	27032000	40549000	33663170	85
5601	28862000	43294000	36078247	8
5630	19517000	58552000	38416562	4
5660	25910000	38866000	32387892	4
5661	18823000	43682000	31252241	11
5664	25888000	38833000	32733245	5
5666	25058000	37589000	31323415	5
5671	25855000	38784000	32102100	5
5691	13494000	40484000	26988976	5
5693	24000000	90000000	57000000	34
5970	21119000	31679000	26453908	9
6035	1830000	2746000	2288106	5
6192	938366000	1407551000	1172958462	4
6526	637022000	1025868000	831445216	4
6669	76050000	228151000	152100333	5
6687	873302000	2619909000	1746605981	4
6853	1191813000	2634599000	1913205665	4
6941	1119048000	3357147000	2238097559	4
7217	96939000	290819000	193879047	6
7227	102224000	175377000	138800380	64
7234	103000000	233227000	168113501	4
7237	80196000	240590000	162474015	7
7240	62840000	188523000	125681775	17
7241	99085000	154501000	126792860	5
7244	145459000	219146000	182302647	5
7245	120525000	180789000	150656947	4
7260	135573000	332888000	234230524	4
7719	61475000	184428000	122951600	5
7906	1246519000	2465265000	1855891686	4
7937	763620000	1230054000	996836726	5
7950	575050000	862576000	718813331	4
7955	1070083000	1637673000	1353878070	13
7957	829088000	2487267000	1657421124	5
7962	894846000	1920243000	1407544483	7
8156	564436000	846655000	705545520	4
8187	486953000	786509000	636730919	4
9031	839945000	1259918000	1047973238	4
9240	946004000	1419007000	1182505443	4
9544	1435590000	4306772000	2871181313	7
9606	1412574000	4237725000	2827551848	581
9612	1172454000	3517365000	2344909802	17
9668	1916991000	3001804000	2459021314	25
9685	1686316000	3165130000	2425722929	5
9694	1898391000	2847587000	2406025572	5
9870	1828870000	3187262000	2508065959	5
9913	2144967000	3217451000	2686760578	8
9925	1823876000	3624883000	2724379430	5
9940	1667749000	3984921000	2824962195	35
10258	110000	167000	138446	17
10261	232000	350000	288539	16
10266	120000	181000	150080	16
10273	129000	195000	161778	117
10276	117000	176000	146437	6
10279	151000	228000	189212	30
10298	118000	179000	148670	18
10310	56000	169000	112559	21
10376	97000	175000	136187	109
10407	2443	3987	3215	63
10493	84000	127000	105022	47
10497	146000	221000	183723	151
10537	24000	37000	30536	9
10561	5823	8734	7279	8
10570	6391	9586	7989	12
10664	131000	197000	163826	4
10665	135000	203000	168896	11
10821	2150	3225	2688	12
10826	2171	3256	2714	9
10832	2216	3324	2770	6
10834	2198	3297	2748	6
10840	2344	3517	2931	9
11002	4690	7035	5863	6
11034	9362	15000	11703	5
11036	9146	14000	11433	6
11072	8780	13000	10976	1
11079	8811	13000	11014	1
11082	8769	13000	10962	3
11103	7548	12000	9435	177
11234	12000	19000	15894	1
11250	12000	19000	15194	71
11269	15000	22000	19111	2
11292	9540	15000	11926	49
11320	10000	16000	13133	130
11552	10000	15000	12906	1
11676	7164	11000	8955	495
11709	8176	13000	10221	39
11723	7408	12000	9261	107
11983	6037	9056	7547	24
12110	6548	9823	8186	8
285	4518000	6779000	5589358	21
287	5000000	7950000	6475000	12595
292	6887000	10332000	8594236	241
293	2715000	4073000	3385232	15
294	4782000	7918000	6349333	260
296	4059000	6090000	5077209	39
298	5067000	8076000	6645740	16
300	4191000	6287000	5239074	20
301	3534000	6208000	4873436	18
303	4497000	7677000	6087000	210
305	4349000	6862000	5581219	408
316	3678000	5519000	4591234	141
317	4872000	7309000	6023757	621
329	4303000	6765000	5533919	83
337	5375000	8064000	6691685	19
339	4010000	6017000	5023400	168
343	3659000	5489000	4602191	82
346	4185000	6279000	5235199	453
347	3337000	5630000	4494688	459
353	3915000	5874000	4894338	10
354	4292000	6439000	5365318	5
358	4321000	7275000	5641682	201
359	5651000	8478000	7047721	81
373	4764000	7148000	5954483	74
375	6328000	12365000	9225228	42
380	5485000	8229000	6838011	19
381	5207000	8464000	6838903	24
382	5534000	8302000	6901543	239
384	6075000	9114000	7594363	528
396	5389000	8084000	6736652	26
398	5282000	7924000	6603576	8
399	5130000	7696000	6354672	9
1705	2280000	3421000	2850414	6
1708	3026000	5408000	4216995	4
1710	3397000	5382000	4368117	17
1717	1941000	2913000	2427365	539
1718	2612000	3920000	3265324	74
1719	1870000	2806000	2337850	124
1724	1869000	2804000	2338129	5
1725	2228000	3343000	2821525	5
1735	2045000	3068000	2552787	13
1736	3515000	5274000	4422082	6
1744	2092000	3139000	2620484	49
1747	2004000	3008000	2504336	326
1748	2905000	4359000	3638672	8
1749	2425000	3639000	3032477	5
1750	2736000	4106000	3421179	10
1764	3744000	6141000	4948317	390
1766	5210000	7816000	6496301	30
1767	4291000	7156000	5669131	89
1768	5131000	7698000	6422673	34
1769	2613000	3921000	3266185	5
1771	4251000	6377000	5322335	9
1772	5465000	8199000	6835212	39
1773	3150000	5000000	4075000	6879
1774	4080000	6121000	5100448	58
1833	5420000	8228000	6823799	36
1836	6577000	9866000	8212805	7
1863	2052000	3079000	2565703	43
1867	6594000	9892000	8242863	4
1874	5500000	8251000	6771505	5
1886	5643000	8465000	7053973	52
1888	5126000	10141000	7739621	20
1890	6062000	12396000	9229297	4
1892	6730000	10096000	8423833	11
1894	5688000	12582000	9135360	8
1898	6808000	10214000	8414235	4
1901	4455000	11018000	7736225	30
1902	6867000	10302000	8584633	9
33069	4786000	7180000	5983516	1553
33178	23611000	35418000	30029550	14
33203	30399000	45600000	38073004	6
33418	132414000	397244000	264828702	5
33419	166861000	500585000	333723213	17
33424	100540000	301622000	201080857	18
33425	138770000	416312000	277540923	6
39777	1657000	2487000	2086806	14
39778	1664000	2497000	2080655	8
39791	2267000	3402000	2834342	8
39962	3007000	4512000	3764337	4
40050	15000	24000	19524	213
40051	15000	24000	19179	171
12211	7828	12000	9786	11
12216	7760	12000	9700	6
12287	3598	5397	4498	4
12305	4261	13000	8522	249
12558	3318	4977	4148	1
12585	5118	7677	6398	126
12637	8560	13000	10701	6
12639	2419	3628	3024	5
12643	165000	249000	207092	4
13123	654706000	1265571000	960138500	4
13146	885960000	1328941000	1107450210	4
13290	22157000	40464000	31310778	6
13291	15336000	46010000	30673160	7
13368	8326000	12490000	10408146	4
13370	8971000	13458000	11214504	4
13373	4527000	6791000	5638231	93
13563	21598000	33694000	27645932	4
27334	25768000	38653000	32210547	10
27337	27659000	41489000	34642035	37
27350	36836000	110511000	74299759	17
27357	39833000	59751000	49749514	25
28068	4083000	6125000	5207911	8
28077	5549000	8571000	7060322	8
28080	1370000	2600000	1985000	517
28082	3514000	5272000	4393004	7
28084	2961000	4443000	3715643	4
28087	3285000	4928000	4108369	8
28090	2759000	4139000	3437642	33
28091	1732000	2599000	2165490	8
28094	5240000	7862000	6558677	5
28095	6634000	9953000	8304400	260
28097	4261000	6393000	5191832	5
28099	4441000	6663000	5571766	11
28101	4339000	6509000	5430804	6
28108	3785000	5679000	4771491	24
28109	3419000	5130000	4274777	5
28110	1621000	2432000	2026262	50
28111	2742000	5424000	4129659	47
28112	2640000	3961000	3306432	12
28113	2900000	4352000	3626105	4
28114	1885000	2829000	2357014	20
28115	1859000	2790000	2324569	7
28116	5373000	8061000	6719553	297
28117	1700000	3471000	2585643	8
28118	3679000	5520000	4599878	39
28125	1990000	2987000	2488416	8
28251	1918000	2878000	2412348	14
28258	3341000	5013000	4176400	5
28264	1370000	2605000	1987502	6
28295	22000	34000	28029	44
28350	2207	3310	2759	5
28447	2641000	3963000	3298727	104
28448	2905000	4359000	3643860	10
28450	5697000	8547000	7124279	1832
28452	3549000	5325000	4436408	5
28454	4744000	7291000	5997281	8
28572	22790000	34187000	28527291	9
28873	161000	243000	201406	9
28875	9017	28000	18034	2514
28876	14000	22000	17934	7
28898	1477000	2217000	1846966	14
28901	4100000	6000000	5050000	400946
28903	741000	1113000	930923	473
29341	3791000	5688000	4739380	6
29347	2069000	5248000	3658040	21
29348	2099000	3150000	2624272	6
29361	2234000	3352000	2810195	5
29363	2887000	4332000	3609608	23
29378	2088000	3133000	2600961	44
29379	1801000	2702000	2257278	12
29380	2099000	3149000	2629184	18
29382	2112000	3169000	2655209	83
29384	2111000	3167000	2641673	10
29385	2109000	3165000	2636688	149
29388	2002000	3004000	2508790	158
29389	1358000	2038000	1698167	5
29391	1408000	2114000	1760931	4
29394	1536000	2305000	1920210	32
29507	3520000	5282000	4405209	34
29508	3302000	4954000	4127621	11
29518	629000	1890000	1259498	9
29519	911000	1637000	1271899	110
29522	2129000	3194000	2662929	17
29533	3253000	7966000	5609108	4
29546	1355000	2033000	1694256	8
29549	2709000	4065000	3360429	6
29555	694000	1042000	869060	8
29559	693000	1041000	866715	9
29561	515000	774000	644771	4
29562	816000	1225000	1020200	13
29570	3008000	4513000	3760596	10
29575	1334000	2002000	1668004	11
30069	104656000	313969000	209397918	8
31600	2050	6151	4101	4
31744	3559	5338	4449	2
31899	2349000	3525000	2936948	18
31958	7403000	11105000	9253881	4
31971	1752000	2629000	2190453	5
31998	5402000	8242000	6822201	6
32002	5367000	8052000	6709988	14
32046	2187000	3282000	2743747	11
32201	323710000	971132000	647421001	7
32515	553791000	830687000	692239148	4
32597	31546000	94639000	63092351	5
33007	1845000	2769000	2306850	6
33008	5389000	8085000	6739623	5
33010	2033000	3050000	2548189	24
33011	1722000	2584000	2152844	4
33025	1954000	2933000	2443620	26
33028	1879000	2820000	2352566	19
33029	1518000	2278000	1898141	4
33033	1343000	2015000	1658099	13
33035	3040000	9122000	6080846	15
33037	1594000	2392000	1992607	5
33038	2361000	4735000	3547588	93
33039	2357000	3549000	2957514	24
33043	2525000	3789000	3146132	19
33044	1438000	2158000	1797808	9
33045	1908000	2864000	2385853	5
33046	1447000	2588000	2018620	7
33047	1408000	2197000	1802699	9
33051	3242000	4864000	4053092	7
33052	3080000	4800000	3940037	5
33059	2107000	3627000	2866714	18
33060	3687000	5532000	4612522	24
33441	142223000	426670000	284446170	10
33442	230255000	623660000	426957559	4
33444	173696000	521090000	347393280	9
33455	123341000	370024000	246682442	4
33653	27908000	41863000	34885358	4
33959	1553000	2330000	1941384	60
33962	1991000	2987000	2488832	10
33964	1507000	2261000	1895691	30
33968	1541000	2477000	2022403	37
33970	1654000	2482000	2067800	19
33987	2430000	3646000	2993556	4
33989	1164000	1748000	1456213	5
33990	1235000	1853000	1543880	5
33995	3191000	4787000	3988883	7
33996	3165000	4749000	3957269	4
34007	4188000	6655000	5421754	5
34021	972000	1459000	1209947	37
34316	328356000	758279000	543317618	4
34356	9879000	14820000	12349743	4
34373	39611000	118835000	79222901	6
34388	17787000	26682000	22234760	4
34458	38778000	79757000	59267466	4
34627	678000	2036000	1356794	7
35717	25417000	43794000	34605565	6
35725	25599000	76800000	50456131	26
35755	1896000	2845000	2370698	4
35760	1639000	2460000	2073032	4
35790	1021000	1533000	1277062	35
35792	1044000	1567000	1305112	6
35806	3484000	5228000	4364556	21
36080	24039000	41930000	32984482	14
36330	28058000	42089000	35073456	6
36427	14000	22000	17889	40
36596	178795000	307840000	243317598	5
36630	25234000	37852000	31543319	5
36834	2842000	4265000	3594888	4
36841	3186000	4780000	3965148	6
36855	2634000	3952000	3292531	29
36874	1908000	2863000	2385717	6
36911	9557000	14337000	11968522	33
37081	924598000	1386898000	1155748109	4
37636	1850000	2776000	2317663	42
37637	1859000	2790000	2328061	11
37659	2330000	3496000	2921440	15
37662	9027000	16543000	12784682	5
37727	22645000	33969000	28307147	9
37734	2864000	4297000	3585619	89
37915	1918000	4561000	3239674	4
37919	6371000	11257000	8814110	21
37921	2592000	3889000	3251101	6
37923	1875000	2814000	2350102	16
38313	3876000	5815000	4843187	109
38323	1494000	2242000	1904763	38
38448	34612000	51919000	43265585	4
38457	31358000	47039000	39198391	4
38525	10000	17000	13508	5
39483	1497000	2246000	1890621	10
39485	2403000	3663000	3031083	21
39486	2433000	3818000	3125370	53
39488	2743000	4288000	3531895	16
39490	2695000	4044000	3369708	10
39496	2199000	3299000	2740019	13
39645	5487000	8231000	6880454	7
39664	1665000	2499000	2081705	4
39687	5001000	7503000	6252243	7
39691	4980000	7471000	6323229	4
39708	162958000	488876000	325916947	21
40079	78679000	236039000	157359019	7
40145	113975000	182249000	148112240	4
40151	1818439000	2997352000	2407895765	4
40157	823201000	1234802000	1029300838	4
40199	33676000	50515000	42163916	12
40214	2705000	4504000	3594259	43
40215	2699000	4050000	3376777	69
40216	2539000	3810000	3211853	42
40262	32442000	48665000	40553707	7
40318	6191000	9287000	7738905	4
40324	3767000	5652000	4757248	1021
40997	20908000	31363000	26135786	6
40998	20993000	31491000	26242187	11
41045	25432000	46653000	36042310	5
41058	32025000	48039000	40031924	5
41977	4003000	6005000	5003236	5
41984	30537000	45806000	38171644	5
41997	1531000	4073000	2802040	6
42026	83205000	249617000	168979499	4
42062	83563000	206750000	145156551	9
42197	6505000	9758000	8131572	5
42229	123400000	370201000	246800503	5
42234	8523000	12785000	10653869	10
42673	40165000	60248000	49329855	4
42684	5493000	9748000	7620301	4
42817	1616000	2426000	2017867	8
42858	2217000	3327000	2726400	23
43049	15915000	47748000	31831680	9
43057	3531000	5298000	4414402	5
43080	2116000	3175000	2641405	22
43131	2532000	3799000	3165261	4
43674	2199000	3300000	2749646	4
43675	1824000	2737000	2280243	24
43687	1753000	2630000	2191531	7
43765	1988000	2984000	2492575	21
43767	4208000	6632000	5410904	247
43768	2284000	3428000	2861264	6
43769	2017000	3026000	2517877	12
43770	2300000	3200000	2750000	296
43771	1888000	2833000	2369219	11
43772	3026000	9081000	6053377	4
44560	2196	3294	2745	12
44574	2826000	5090000	3957803	4
44577	2589000	3885000	3255798	8
45462	4196000	6296000	5246051	9
45634	1632000	2475000	2047594	38
45658	3912000	5869000	4890182	4
45668	3125000	4689000	3918559	9
45670	2039000	3060000	2541136	7
45972	2035000	3053000	2540714	31
46124	1526000	2290000	1891969	5
46126	1856000	2786000	2323362	139
46127	1916000	2875000	2396147	31
46578	555423000	833136000	694279901	4
46634	23632000	70898000	47132488	58
46677	4394000	6592000	5493167	5
46678	5014000	7523000	6268579	5
46679	4667000	7002000	5834313	4
46680	4903000	8355000	6629184	15
46867	2230000	3347000	2788434	65
47678	4313000	6470000	5389186	75
47715	2361000	3543000	2951236	212
47716	6611000	9918000	8274943	40
47735	1922000	2884000	2402510	7
47763	5944000	10542000	8243179	9
47770	1107000	2976000	2021096	303
47845	3249000	4874000	4065582	8
47850	5890000	8836000	7273416	7
48296	3200000	4700000	3950000	512
48484	36006000	54010000	45004310	6
48490	35622000	53434000	45286246	14
48664	3321000	4983000	4151672	65
48865	40776000	61166000	51767270	4
49012	15778000	23669000	19723537	5
49283	5229000	7845000	6537383	7
49331	7303000	10955000	9128842	5
50719	4200000	6100000	5150000	35
50960	1942000	2914000	2438662	5
51101	4303000	6455000	5382770	8
51173	2396000	3595000	3002246	4
51201	5900000	8851000	7382098	4
51203	1524000	2288000	1906118	4
51655	168425000	505276000	333607035	8
51663	1702000	2695000	2199921	12
51665	1592000	2389000	2001835	8
51669	1941000	2913000	2432574	31
52689	3392000	5089000	4240365	4
52767	2284000	3427000	2855055	4
52904	433221000	649833000	541508849	6
53260	2196	3295	2746	12
53344	2058000	3089000	2573553	25
53345	2418000	3629000	3029571	130
53346	2588000	4061000	3324683	51
53374	1997000	2997000	2496742	6
53408	5729000	8594000	7161621	9
53409	4529000	6794000	5673690	77
53412	5000000	7950000	6475000	4
53413	4017000	6027000	5012577	20
53437	4678000	7018000	5851383	4
53442	3491000	5238000	4423100	14
53444	1139000	1709000	1423897	11
53446	5676000	8573000	7336801	4
53462	6389000	9584000	8084131	4
53485	25677000	68617000	47147377	18
54121	2264000	3397000	2830667	15
54126	117641000	176462000	147051579	8
54289	2946	4419	3683	5
54291	4500000	7200000	5850000	203
55194	4432000	13298000	8864982	18
55197	2860000	4291000	3575459	5
55208	4008000	6013000	5026926	4
55211	3990000	5986000	4988112	10
55212	4230000	6346000	5264040	8
55218	3697000	5547000	4603984	9
55363	311924000	935773000	623848598	4
56192	3510000	5266000	4308317	10
56438	6688000	10033000	8390913	4
56448	3963000	5946000	4956382	147
56454	4196000	6295000	5181835	75
56456	3824000	5737000	4780699	6
56878	1296000	1945000	1609852	6
57037	2480000	3721000	3090860	7
57043	2483000	3726000	3104866	9
58117	4852000	12470000	8661267	5
58169	4066000	6284000	5175299	4
58291	13810000	41432000	27620702	15
